-1.333333333333333037e-01,1.333333333333333037e-01
0.000000000000000000e+00,1.333333333333333037e-01
1.333333333333333037e-01,1.333333333333333037e-01
2.666666666666666075e-01,1.333333333333333037e-01
3.999999999999999112e-01,1.333333333333333037e-01
5.333333333333332149e-01,1.333333333333333037e-01
6.666666666666667407e-01,1.333333333333333037e-01
8.000000000000000444e-01,1.333333333333333037e-01
9.333333333333333481e-01,1.333333333333333037e-01
-9.333333333333333481e-01,0.000000000000000000e+00
-8.000000000000000444e-01,0.000000000000000000e+00
-6.666666666666667407e-01,0.000000000000000000e+00
-5.333333333333333259e-01,0.000000000000000000e+00
-4.000000000000000222e-01,0.000000000000000000e+00
-2.666666666666667185e-01,0.000000000000000000e+00
-1.333333333333333037e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.333333333333333037e-01,0.000000000000000000e+00
2.666666666666666075e-01,0.000000000000000000e+00
3.999999999999999112e-01,0.000000000000000000e+00
5.333333333333332149e-01,0.000000000000000000e+00
6.666666666666667407e-01,0.000000000000000000e+00
8.000000000000000444e-01,0.000000000000000000e+00
9.333333333333333481e-01,0.000000000000000000e+00
-9.333333333333333481e-01,-1.333333333333333037e-01
-8.000000000000000444e-01,-1.333333333333333037e-01
-6.666666666666667407e-01,-1.333333333333333037e-01
-5.333333333333333259e-01,-1.333333333333333037e-01
-4.000000000000000222e-01,-1.333333333333333037e-01
-2.666666666666667185e-01,-1.333333333333333037e-01
-1.333333333333333037e-01,-1.333333333333333037e-01
0.000000000000000000e+00,-1.333333333333333037e-01
1.333333333333333037e-01,-1.333333333333333037e-01
2.666666666666666075e-01,-1.333333333333333037e-01
3.999999999999999112e-01,-1.333333333333333037e-01
5.333333333333332149e-01,-1.333333333333333037e-01
6.666666666666667407e-01,-1.333333333333333037e-01
8.000000000000000444e-01,-1.333333333333333037e-01
9.333333333333333481e-01,-1.333333333333333037e-01
-9.333333333333333481e-01,-2.666666666666667185e-01
-8.000000000000000444e-01,-2.666666666666667185e-01
-6.666666666666667407e-01,-2.666666666666667185e-01
-5.333333333333333259e-01,-2.666666666666667185e-01
-4.000000000000000222e-01,-2.666666666666667185e-01
-2.666666666666667185e-01,-2.666666666666667185e-01
-1.333333333333333037e-01,-2.666666666666667185e-01
0.000000000000000000e+00,-2.666666666666667185e-01
1.333333333333333037e-01,-2.666666666666667185e-01
2.666666666666666075e-01,-2.666666666666667185e-01
3.999999999999999112e-01,-2.666666666666667185e-01
5.333333333333332149e-01,-2.666666666666667185e-01
6.666666666666667407e-01,-2.666666666666667185e-01
8.000000000000000444e-01,-2.666666666666667185e-01
9.333333333333333481e-01,-2.666666666666667185e-01
-9.333333333333333481e-01,-4.000000000000000222e-01
-8.000000000000000444e-01,-4.000000000000000222e-01
-6.666666666666667407e-01,-4.000000000000000222e-01
-5.333333333333333259e-01,-4.000000000000000222e-01
-4.000000000000000222e-01,-4.000000000000000222e-01
-2.666666666666667185e-01,-4.000000000000000222e-01
-1.333333333333333037e-01,-4.000000000000000222e-01
0.000000000000000000e+00,-4.000000000000000222e-01
1.333333333333333037e-01,-4.000000000000000222e-01
2.666666666666666075e-01,-4.000000000000000222e-01
3.999999999999999112e-01,-4.000000000000000222e-01
5.333333333333332149e-01,-4.000000000000000222e-01
6.666666666666667407e-01,-4.000000000000000222e-01
8.000000000000000444e-01,-4.000000000000000222e-01
9.333333333333333481e-01,-4.000000000000000222e-01
-9.333333333333333481e-01,-5.333333333333333259e-01
-8.000000000000000444e-01,-5.333333333333333259e-01
-6.666666666666667407e-01,-5.333333333333333259e-01
-5.333333333333333259e-01,-5.333333333333333259e-01
-4.000000000000000222e-01,-5.333333333333333259e-01
-2.666666666666667185e-01,-5.333333333333333259e-01
-1.333333333333333037e-01,-5.333333333333333259e-01
0.000000000000000000e+00,-5.333333333333333259e-01
1.333333333333333037e-01,-5.333333333333333259e-01
2.666666666666666075e-01,-5.333333333333333259e-01
3.999999999999999112e-01,-5.333333333333333259e-01
5.333333333333332149e-01,-5.333333333333333259e-01
6.666666666666667407e-01,-5.333333333333333259e-01
8.000000000000000444e-01,-5.333333333333333259e-01
9.333333333333333481e-01,-5.333333333333333259e-01
-9.333333333333333481e-01,-6.666666666666667407e-01
-8.000000000000000444e-01,-6.666666666666667407e-01
-6.666666666666667407e-01,-6.666666666666667407e-01
-5.333333333333333259e-01,-6.666666666666667407e-01
-4.000000000000000222e-01,-6.666666666666667407e-01
-2.666666666666667185e-01,-6.666666666666667407e-01
-1.333333333333333037e-01,-6.666666666666667407e-01
0.000000000000000000e+00,-6.666666666666667407e-01
1.333333333333333037e-01,-6.666666666666667407e-01
2.666666666666666075e-01,-6.666666666666667407e-01
3.999999999999999112e-01,-6.666666666666667407e-01
5.333333333333332149e-01,-6.666666666666667407e-01
6.666666666666667407e-01,-6.666666666666667407e-01
8.000000000000000444e-01,-6.666666666666667407e-01
9.333333333333333481e-01,-6.666666666666667407e-01
-9.333333333333333481e-01,-8.000000000000000444e-01
-8.000000000000000444e-01,-8.000000000000000444e-01
-6.666666666666667407e-01,-8.000000000000000444e-01
-5.333333333333333259e-01,-8.000000000000000444e-01
-4.000000000000000222e-01,-8.000000000000000444e-01
-2.666666666666667185e-01,-8.000000000000000444e-01
-1.333333333333333037e-01,-8.000000000000000444e-01
0.000000000000000000e+00,-8.000000000000000444e-01
1.333333333333333037e-01,-8.000000000000000444e-01
2.666666666666666075e-01,-8.000000000000000444e-01
3.999999999999999112e-01,-8.000000000000000444e-01
5.333333333333332149e-01,-8.000000000000000444e-01
6.666666666666667407e-01,-8.000000000000000444e-01
8.000000000000000444e-01,-8.000000000000000444e-01
9.333333333333333481e-01,-8.000000000000000444e-01
-9.333333333333333481e-01,-9.333333333333333481e-01
-8.000000000000000444e-01,-9.333333333333333481e-01
-6.666666666666667407e-01,-9.333333333333333481e-01
-5.333333333333333259e-01,-9.333333333333333481e-01
-4.000000000000000222e-01,-9.333333333333333481e-01
-2.666666666666667185e-01,-9.333333333333333481e-01
-1.333333333333333037e-01,-9.333333333333333481e-01
0.000000000000000000e+00,-9.333333333333333481e-01
1.333333333333333037e-01,-9.333333333333333481e-01
2.666666666666666075e-01,-9.333333333333333481e-01
3.999999999999999112e-01,-9.333333333333333481e-01
5.333333333333332149e-01,-9.333333333333333481e-01
6.666666666666667407e-01,-9.333333333333333481e-01
8.000000000000000444e-01,-9.333333333333333481e-01
9.333333333333333481e-01,-9.333333333333333481e-01
